Machine,Circuit,Diagnosis,Rank,Qty,Time - First,Time - Last,Time - Duration,Impact,FDD Analysis Type Id,Notes
AHU\1\10-1,0,No Communication,9,1,6/2/14 6:11,6/2/14 6:11,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/2/14 6:41,6/2/14 6:41,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/2/14 7:11,6/2/14 7:11,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/2/14 7:41,6/2/14 7:41,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/2/14 8:11,6/2/14 8:11,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/2/14 8:41,6/2/14 8:41,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/2/14 9:11,6/2/14 9:11,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/2/14 9:41,6/2/14 9:41,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/2/14 10:11,6/2/14 10:11,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/2/14 10:41,6/2/14 10:41,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/2/14 11:11,6/2/14 11:11,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/2/14 11:41,6/2/14 11:41,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/2/14 12:11,6/2/14 12:11,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/2/14 12:41,6/2/14 12:41,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/2/14 13:11,6/2/14 13:11,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/2/14 13:41,6/2/14 13:41,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/2/14 14:11,6/2/14 14:11,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/2/14 14:41,6/2/14 14:41,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/2/14 15:11,6/2/14 15:11,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/2/14 15:41,6/2/14 15:41,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/2/14 16:11,6/2/14 16:11,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/2/14 16:41,6/2/14 16:41,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/2/14 17:11,6/2/14 17:11,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/2/14 17:41,6/2/14 17:41,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/2/14 18:11,6/2/14 18:11,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/2/14 18:41,6/2/14 18:41,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/2/14 19:11,6/2/14 19:11,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/2/14 19:41,6/2/14 19:41,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/2/14 20:11,6/2/14 20:11,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/2/14 20:41,6/2/14 20:41,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/2/14 21:11,6/2/14 21:11,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/2/14 21:41,6/2/14 21:41,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/2/14 22:11,6/2/14 22:11,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/2/14 22:41,6/2/14 22:41,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/2/14 23:11,6/2/14 23:11,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/2/14 23:41,6/2/14 23:41,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 0:11,6/3/14 0:11,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 0:41,6/3/14 0:41,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 1:11,6/3/14 1:11,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 1:41,6/3/14 1:41,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 2:11,6/3/14 2:11,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 2:41,6/3/14 2:41,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 3:11,6/3/14 3:11,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 3:41,6/3/14 3:41,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 4:11,6/3/14 4:11,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 4:41,6/3/14 4:41,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 5:11,6/3/14 5:11,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 5:41,6/3/14 5:41,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 6:11,6/3/14 6:11,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 6:41,6/3/14 6:41,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 7:11,6/3/14 7:11,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 7:41,6/3/14 7:41,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 8:11,6/3/14 8:11,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 8:41,6/3/14 8:41,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 9:11,6/3/14 9:11,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 9:41,6/3/14 9:41,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 10:11,6/3/14 10:11,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 10:41,6/3/14 10:41,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 10:54,6/3/14 10:54,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 11:24,6/3/14 11:24,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 11:54,6/3/14 11:54,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 12:24,6/3/14 12:24,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 12:54,6/3/14 12:54,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 13:24,6/3/14 13:24,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 13:54,6/3/14 13:54,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 14:24,6/3/14 14:24,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 14:54,6/3/14 14:54,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 15:24,6/3/14 15:24,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 15:54,6/3/14 15:54,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 16:24,6/3/14 16:24,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 16:54,6/3/14 16:54,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 17:24,6/3/14 17:24,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 17:54,6/3/14 17:54,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 18:24,6/3/14 18:24,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 18:54,6/3/14 18:54,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 19:24,6/3/14 19:24,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 19:54,6/3/14 19:54,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 20:24,6/3/14 20:24,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 20:54,6/3/14 20:54,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 21:24,6/3/14 21:24,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 21:54,6/3/14 21:54,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 22:24,6/3/14 22:24,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 22:54,6/3/14 22:54,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,No Communication,9,1,6/3/14 23:24,6/3/14 23:24,"0 d, 0 h, 0 m, 0 s",0,406,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,7,1,6/4/14 8:33,6/4/14 8:33,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,7,1,6/4/14 9:03,6/4/14 9:03,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,9,1,6/4/14 9:12,6/4/14 9:12,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,9,1,6/4/14 9:42,6/4/14 9:42,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,9,1,6/4/14 10:12,6/4/14 10:12,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,9,1,6/4/14 10:42,6/4/14 10:42,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,9,1,6/4/14 11:12,6/4/14 11:12,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,9,1,6/4/14 11:43,6/4/14 11:43,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,9,1,6/4/14 12:13,6/4/14 12:13,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,9,1,6/4/14 12:43,6/4/14 12:43,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,9,1,6/4/14 13:13,6/4/14 13:13,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,9,1,6/4/14 13:43,6/4/14 13:43,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,9,1,6/4/14 14:14,6/4/14 14:14,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,9,1,6/4/14 14:44,6/4/14 14:44,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,9,1,6/4/14 15:14,6/4/14 15:14,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,9,1,6/4/14 15:44,6/4/14 15:44,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,9,1,6/4/14 16:14,6/4/14 16:14,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,9,1,6/4/14 16:44,6/4/14 16:44,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,9,1,6/4/14 17:14,6/4/14 17:14,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,9,1,6/4/14 17:44,6/4/14 17:44,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,9,1,6/4/14 18:15,6/4/14 18:15,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,9,1,6/4/14 18:46,6/4/14 18:46,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,9,1,6/4/14 19:16,6/4/14 19:16,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,7,1,6/5/14 8:34,6/5/14 8:34,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,7,1,6/5/14 9:04,6/5/14 9:04,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,9,1,6/5/14 9:05,6/5/14 9:05,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,9,1,6/5/14 9:35,6/5/14 9:35,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,9,1,6/5/14 10:05,6/5/14 10:05,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,9,1,6/5/14 10:35,6/5/14 10:35,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,9,1,6/5/14 11:05,6/5/14 11:05,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,9,1,6/5/14 11:14,6/5/14 11:14,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,9,1,6/5/14 11:44,6/5/14 11:44,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,9,1,6/5/14 12:15,6/5/14 12:15,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,9,1,6/5/14 12:46,6/5/14 12:46,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,9,1,6/5/14 13:16,6/5/14 13:16,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,9,1,6/5/14 13:46,6/5/14 13:46,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,9,1,6/5/14 14:16,6/5/14 14:16,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,9,1,6/5/14 14:46,6/5/14 14:46,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,9,1,6/5/14 15:16,6/5/14 15:16,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,9,1,6/5/14 15:46,6/5/14 15:46,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,9,1,6/5/14 16:16,6/5/14 16:16,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,9,1,6/5/14 16:46,6/5/14 16:46,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,9,1,6/5/14 17:16,6/5/14 17:16,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,9,1,6/5/14 17:47,6/5/14 17:47,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,9,1,6/5/14 18:17,6/5/14 18:17,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,9,1,6/5/14 18:47,6/5/14 18:47,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,9,1,6/5/14 19:17,6/5/14 19:17,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,9,1,6/6/14 8:35,6/6/14 8:35,"0 d, 0 h, 0 m, 0 s",0,395,
AHU\1\10-1,0,Supply Air Fan VSD Signal and Analog Feedback Mismatch,9,1,6/6/14 9:05,6/6/14 9:05,"0 d, 0 h, 0 m, 0 s",0,395,
