Machine,Circuit,Diagnosis,Rank,Qty,Time - First,Time - Last,Time - Duration,Impact,FDD Analysis Type Id,Notes
VAV-1-10-1-23,0,No Communication,9,1,6/1/14 0:11,6/1/14 0:11,"0 d, 0 h, 0 m, 0 s",0,406,
VAV-1-10-1-23,0,No Communication,9,1,6/1/14 0:41,6/1/14 0:41,"0 d, 0 h, 0 m, 0 s",0,406,
VAV-1-10-1-23,0,No Communication,9,1,6/1/14 1:11,6/1/14 1:11,"0 d, 0 h, 0 m, 0 s",0,406,
VAV-1-10-1-23,0,No Communication,9,1,6/1/14 1:41,6/1/14 1:41,"0 d, 0 h, 0 m, 0 s",0,406,
VAV-1-10-1-23,0,No Communication,9,1,6/1/14 2:11,6/1/14 2:11,"0 d, 0 h, 0 m, 0 s",0,406,
VAV-1-10-1-23,0,No Communication,9,1,6/1/14 2:41,6/1/14 2:41,"0 d, 0 h, 0 m, 0 s",0,406,
VAV-1-10-1-23,0,No Communication,9,1,6/1/14 3:11,6/1/14 3:11,"0 d, 0 h, 0 m, 0 s",0,406,
VAV-1-10-1-23,0,No Communication,9,1,6/1/14 3:41,6/1/14 3:41,"0 d, 0 h, 0 m, 0 s",0,406,
VAV-1-10-1-23,0,No Communication,9,1,6/1/14 4:11,6/1/14 4:11,"0 d, 0 h, 0 m, 0 s",0,406,
VAV-1-10-1-23,0,No Communication,9,1,6/1/14 4:41,6/1/14 4:41,"0 d, 0 h, 0 m, 0 s",0,406,
VAV-1-10-1-23,0,No Communication,9,1,6/1/14 5:11,6/1/14 5:11,"0 d, 0 h, 0 m, 0 s",0,406,
VAV-1-10-1-23,0,No Communication,9,1,6/1/14 5:41,6/1/14 5:41,"0 d, 0 h, 0 m, 0 s",0,406,
VAV-1-10-1-23,0,No Communication,9,1,6/1/14 6:11,6/1/14 6:11,"0 d, 0 h, 0 m, 0 s",0,406,
VAV-1-10-1-23,0,No Communication,9,1,6/1/14 6:41,6/1/14 6:41,"0 d, 0 h, 0 m, 0 s",0,406,
VAV-1-10-1-23,0,No Communication,9,1,6/1/14 7:11,6/1/14 7:11,"0 d, 0 h, 0 m, 0 s",0,406,
VAV-1-10-1-23,0,No Communication,9,1,6/1/14 7:41,6/1/14 7:41,"0 d, 0 h, 0 m, 0 s",0,406,
VAV-1-10-1-23,0,No Communication,9,1,6/1/14 8:11,6/1/14 8:11,"0 d, 0 h, 0 m, 0 s",0,406,
VAV-1-10-1-23,0,No Communication,9,1,6/1/14 8:41,6/1/14 8:41,"0 d, 0 h, 0 m, 0 s",0,406,
VAV-1-10-1-23,0,No Communication,9,1,6/1/14 9:11,6/1/14 9:11,"0 d, 0 h, 0 m, 0 s",0,406,
VAV-1-10-1-23,0,No Communication,9,1,6/1/14 9:41,6/1/14 9:41,"0 d, 0 h, 0 m, 0 s",0,406,
VAV-1-10-1-23,0,No Communication,9,1,6/1/14 10:11,6/1/14 10:11,"0 d, 0 h, 0 m, 0 s",0,406,
VAV-1-10-1-23,0,No Communication,9,1,6/1/14 10:41,6/1/14 10:41,"0 d, 0 h, 0 m, 0 s",0,406,
VAV-1-10-1-23,0,No Communication,9,1,6/1/14 11:11,6/1/14 11:11,"0 d, 0 h, 0 m, 0 s",0,406,
VAV-1-10-1-23,0,No Communication,9,1,6/1/14 11:41,6/1/14 11:41,"0 d, 0 h, 0 m, 0 s",0,406,
